questionKey,examId,examKind,examTitle,examShortLabel,category,series,questionNumber,sectionTitle,sectionMaterialText,promptRaw,promptDisplay,answerText,answerType,choiceOptionsText,uiMode,questionFormat,hasBlank,hasUnderline,promptMissing,requiresImageReference,imageReferences,questionImage,surfaceMode,sourceFormat,sourceFile,answerKeyFile,parseStatus,parseIssues
phonics-phonics-monster-2-final-test-pdf::Q11,phonics-phonics-monster-2-final-test-pdf,final,Phonics Monster 2 Final Test,Phonics / Phonics Monster 2 Fin...,Phonics,Phonics,11,Choose the pictures with the same ending sounds.,,,,"1, 2",multiple_choice_multi_numeric,1 | 2 | 3 | 4,image_choice,복수선택/image_choice/Choose the pictures with the same ending sounds.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-2-final-test-pdf/q11.png,question_crop,pdf,Phonics/Phonics Monster 2_Final Test.pdf,,good,
phonics-phonics-monster-2-final-test-pdf::Q12,phonics-phonics-monster-2-final-test-pdf,final,Phonics Monster 2 Final Test,Phonics / Phonics Monster 2 Fin...,Phonics,Phonics,12,Look and write.,,,,lip,short_text,,image_write,서답형/image_write/Look and write.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-2-final-test-pdf/q12.png,question_crop,pdf,Phonics/Phonics Monster 2_Final Test.pdf,,good,
phonics-phonics-monster-2-final-test-pdf::Q13,phonics-phonics-monster-2-final-test-pdf,final,Phonics Monster 2 Final Test,Phonics / Phonics Monster 2 Fin...,Phonics,Phonics,13,Look and write.,,,,tub,short_text,,image_write,서답형/image_write/Look and write.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-2-final-test-pdf/q13.png,question_crop,pdf,Phonics/Phonics Monster 2_Final Test.pdf,,good,
phonics-phonics-monster-2-final-test-pdf::Q14,phonics-phonics-monster-2-final-test-pdf,final,Phonics Monster 2 Final Test,Phonics / Phonics Monster 2 Fin...,Phonics,Phonics,14,Look and write.,,,,rug,short_text,,image_write,서답형/image_write/Look and write.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-2-final-test-pdf/q14.png,question_crop,pdf,Phonics/Phonics Monster 2_Final Test.pdf,,good,
phonics-phonics-monster-2-final-test-pdf::Q15,phonics-phonics-monster-2-final-test-pdf,final,Phonics Monster 2 Final Test,Phonics / Phonics Monster 2 Fin...,Phonics,Phonics,15,Look and write.,,,,bed,short_text,,image_write,서답형/image_write/Look and write.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-2-final-test-pdf/q15.png,question_crop,pdf,Phonics/Phonics Monster 2_Final Test.pdf,,good,
phonics-phonics-monster-2-final-test-pdf::Q16,phonics-phonics-monster-2-final-test-pdf,final,Phonics Monster 2 Final Test,Phonics / Phonics Monster 2 Fin...,Phonics,Phonics,16,Look and write.,,,,fan,short_text,,image_write,서답형/image_write/Look and write.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-2-final-test-pdf/q16.png,question_crop,pdf,Phonics/Phonics Monster 2_Final Test.pdf,,good,
phonics-phonics-monster-2-final-test-pdf::Q17,phonics-phonics-monster-2-final-test-pdf,final,Phonics Monster 2 Final Test,Phonics / Phonics Monster 2 Fin...,Phonics,Phonics,17,Look and write.,,,,hug,short_text,,image_write,서답형/image_write/Look and write.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-2-final-test-pdf/q17.png,question_crop,pdf,Phonics/Phonics Monster 2_Final Test.pdf,,good,
phonics-phonics-monster-2-final-test-pdf::Q18,phonics-phonics-monster-2-final-test-pdf,final,Phonics Monster 2 Final Test,Phonics / Phonics Monster 2 Fin...,Phonics,Phonics,18,Choose and write the correct words.,"can
ox
bug",A fox hops on the _________.,A fox hops on the _________.,ox,short_text,,,서답형/빈칸/Choose and write the correct words.,True,True,False,False,assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-4.png,,text_only,pdf,Phonics/Phonics Monster 2_Final Test.pdf,,good,
phonics-phonics-monster-2-final-test-pdf::Q19,phonics-phonics-monster-2-final-test-pdf,final,Phonics Monster 2 Final Test,Phonics / Phonics Monster 2 Fin...,Phonics,Phonics,19,Choose and write the correct words.,"can
ox
bug",A man has a _________.,A man has a _________.,can,short_text,,,서답형/빈칸/Choose and write the correct words.,True,True,False,False,assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-4.png,,text_only,pdf,Phonics/Phonics Monster 2_Final Test.pdf,,good,
phonics-phonics-monster-2-final-test-pdf::Q20,phonics-phonics-monster-2-final-test-pdf,final,Phonics Monster 2 Final Test,Phonics / Phonics Monster 2 Fin...,Phonics,Phonics,20,Choose and write the correct words.,"can
ox
bug",A _________ runs on a bun.,A _________ runs on a bun.,bug,short_text,,,서답형/빈칸/Choose and write the correct words.,True,True,False,False,assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-2-final-test-pdf/page-4.png,,text_only,pdf,Phonics/Phonics Monster 2_Final Test.pdf,,good,
phonics-phonics-monster-3-final-test-pdf::Q1,phonics-phonics-monster-3-final-test-pdf,final,Phonics Monster 3 Final Test,Phonics / Phonics Monster 3 Fin...,Phonics,Phonics,1,Choose the ending letters of the pictures.,,,,-ine,multiple_choice_word,-ine | -ice | -ase,image_choice,선택형/image_choice/Choose the ending letters of the pictures.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-3-final-test-pdf/q01.png,question_crop,pdf,Phonics/Phonics Monster 3_Final Test.pdf,,good,
phonics-phonics-monster-3-final-test-pdf::Q2,phonics-phonics-monster-3-final-test-pdf,final,Phonics Monster 3 Final Test,Phonics / Phonics Monster 3 Fin...,Phonics,Phonics,2,Choose the ending letters of the pictures.,,,,-one,multiple_choice_word,-ame | -ope | -one,image_choice,선택형/image_choice/Choose the ending letters of the pictures.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-3-final-test-pdf/q02.png,question_crop,pdf,Phonics/Phonics Monster 3_Final Test.pdf,,good,
phonics-phonics-monster-3-final-test-pdf::Q3,phonics-phonics-monster-3-final-test-pdf,final,Phonics Monster 3 Final Test,Phonics / Phonics Monster 3 Fin...,Phonics,Phonics,3,Choose the ending letters of the pictures.,,,,-ube,multiple_choice_word,-ote | -ube | -ave,image_choice,선택형/image_choice/Choose the ending letters of the pictures.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-3-final-test-pdf/q03.png,question_crop,pdf,Phonics/Phonics Monster 3_Final Test.pdf,,good,
phonics-phonics-monster-3-final-test-pdf::Q4,phonics-phonics-monster-3-final-test-pdf,final,Phonics Monster 3 Final Test,Phonics / Phonics Monster 3 Fin...,Phonics,Phonics,4,Look and choose.,,,,dice,multiple_choice_word,bike | rice | dice,image_choice,선택형/image_choice/Look and choose.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-3-final-test-pdf/q04.png,question_crop,pdf,Phonics/Phonics Monster 3_Final Test.pdf,,good,
phonics-phonics-monster-3-final-test-pdf::Q5,phonics-phonics-monster-3-final-test-pdf,final,Phonics Monster 3 Final Test,Phonics / Phonics Monster 3 Fin...,Phonics,Phonics,5,Look and choose.,,,,hole,multiple_choice_word,hole | pole | home,image_choice,선택형/image_choice/Look and choose.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-3-final-test-pdf/q05.png,question_crop,pdf,Phonics/Phonics Monster 3_Final Test.pdf,,good,
phonics-phonics-monster-3-final-test-pdf::Q6,phonics-phonics-monster-3-final-test-pdf,final,Phonics Monster 3 Final Test,Phonics / Phonics Monster 3 Fin...,Phonics,Phonics,6,Look and choose.,,,,tune,multiple_choice_word,tube | tune | June,image_choice,선택형/image_choice/Look and choose.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-3-final-test-pdf/q06.png,question_crop,pdf,Phonics/Phonics Monster 3_Final Test.pdf,,good,
phonics-phonics-monster-3-final-test-pdf::Q7,phonics-phonics-monster-3-final-test-pdf,final,Phonics Monster 3 Final Test,Phonics / Phonics Monster 3 Fin...,Phonics,Phonics,7,Choose the pictures with the same ending sounds.,,,,"2, 4",multiple_choice_multi_numeric,1 | 2 | 3 | 4,image_choice,복수선택/image_choice/Choose the pictures with the same ending sounds.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-3-final-test-pdf/q07.png,question_crop,pdf,Phonics/Phonics Monster 3_Final Test.pdf,,good,
phonics-phonics-monster-3-final-test-pdf::Q8,phonics-phonics-monster-3-final-test-pdf,final,Phonics Monster 3 Final Test,Phonics / Phonics Monster 3 Fin...,Phonics,Phonics,8,Choose the pictures with the same ending sounds.,,,,"1, 4",multiple_choice_multi_numeric,1 | 2 | 3 | 4,image_choice,복수선택/image_choice/Choose the pictures with the same ending sounds.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-3-final-test-pdf/q08.png,question_crop,pdf,Phonics/Phonics Monster 3_Final Test.pdf,,good,
phonics-phonics-monster-3-final-test-pdf::Q9,phonics-phonics-monster-3-final-test-pdf,final,Phonics Monster 3 Final Test,Phonics / Phonics Monster 3 Fin...,Phonics,Phonics,9,Choose the pictures with the same ending sounds.,,,,"3, 4",multiple_choice_multi_numeric,1 | 2 | 3 | 4,image_choice,복수선택/image_choice/Choose the pictures with the same ending sounds.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-3-final-test-pdf/q09.png,question_crop,pdf,Phonics/Phonics Monster 3_Final Test.pdf,,good,
phonics-phonics-monster-3-final-test-pdf::Q10,phonics-phonics-monster-3-final-test-pdf,final,Phonics Monster 3 Final Test,Phonics / Phonics Monster 3 Fin...,Phonics,Phonics,10,Choose the pictures with the same ending sounds.,,,,"2, 3",multiple_choice_multi_numeric,1 | 2 | 3 | 4,image_choice,복수선택/image_choice/Choose the pictures with the same ending sounds.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-3-final-test-pdf/q10.png,question_crop,pdf,Phonics/Phonics Monster 3_Final Test.pdf,,good,
phonics-phonics-monster-3-final-test-pdf::Q11,phonics-phonics-monster-3-final-test-pdf,final,Phonics Monster 3 Final Test,Phonics / Phonics Monster 3 Fin...,Phonics,Phonics,11,Choose the pictures with the same ending sounds.,,,,"2, 4",multiple_choice_multi_numeric,1 | 2 | 3 | 4,image_choice,복수선택/image_choice/Choose the pictures with the same ending sounds.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-3-final-test-pdf/q11.png,question_crop,pdf,Phonics/Phonics Monster 3_Final Test.pdf,,good,
phonics-phonics-monster-3-final-test-pdf::Q12,phonics-phonics-monster-3-final-test-pdf,final,Phonics Monster 3 Final Test,Phonics / Phonics Monster 3 Fin...,Phonics,Phonics,12,Look and write.,,,,gate,short_text,,image_write,서답형/image_write/Look and write.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-3-final-test-pdf/q12.png,question_crop,pdf,Phonics/Phonics Monster 3_Final Test.pdf,,good,
phonics-phonics-monster-3-final-test-pdf::Q13,phonics-phonics-monster-3-final-test-pdf,final,Phonics Monster 3 Final Test,Phonics / Phonics Monster 3 Fin...,Phonics,Phonics,13,Look and write.,,,,five,short_text,,image_write,서답형/image_write/Look and write.,False,False,True,True,assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-1.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-2.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-3.png | assets/exam-previews/phonics-phonics-monster-3-final-test-pdf/page-4.png,assets/question-crops/phonics-phonics-monster-3-final-test-pdf/q13.png,question_crop,pdf,Phonics/Phonics Monster 3_Final Test.pdf,,good,
